id|sub_cat_id|company_name_cn
006-028-759|006-028|藍威寶
006-028-760|006-028|獅王
006-028-761|006-028|微力達
006-028-762|006-028|3M
006-028-763|006-028|美國莊臣
006-028-764|006-028|貝克曼博士
006-028-765|006-028|寶潔
006-028-766|006-028|威威
006-028-767|006-028|花王香港
006-028-768|006-028|白元
006-028-769|006-028|詩樂氏
006-029-770|006-029|雪花
006-029-771|006-029|嘉士伯
006-029-772|006-029|生力啤酒廠
006-029-773|006-029|保樂力加
006-029-774|006-029|安昇國際
006-029-775|006-029|愛丁頓
006-029-776|006-029|捷成
006-029-777|006-029|兩益
006-029-778|006-029|酩悅軒尼詩
006-029-779|006-029|人頭馬君度
006-029-780|006-029|匯泉國際
006-030-781|006-030|美素佳兒
006-030-782|006-030|雀巢能恩
006-030-783|006-030|雅培
006-030-784|006-030|惠氏
006-030-785|006-030|愛他美
006-030-786|006-030|明治
006-030-787|006-030|康多蜜兒
006-030-788|006-030|牛欄牌
006-030-789|006-030|喜寶
006-030-790|006-030|美贊臣
006-031-791|006-031|全球藥業有限公司
006-031-792|006-031|葛蘭素史克有限公司
006-031-793|006-031|位元堂藥業控股有限公司
006-031-794|006-031|衍生集團(國際)控股有限公司
006-031-795|006-031|TCM Healthcare (London) Ltd.
006-031-796|006-031|環球製藥有限公司
006-031-797|006-031|偉民製藥廠有限公司
006-031-798|006-031|健臨藥業有限公司
006-031-799|006-031|美儉有限公司
006-031-800|006-031|DCH Auriga (Hong Kong) Ltd.
006-031-801|006-031|康源葯業有限公司
006-031-802|006-031|菲仕蘭(香港)有限公司
006-031-803|006-031|柏奧國際有限公司
006-031-804|006-031|林淦生醫藥研究院有限公司
006-031-805|006-031|美納里尼香港有限公司
006-031-806|006-031|美豐化粧品有限公司
006-031-807|006-031|香港靈鋒廣告有限公司
006-031-808|006-031|雙霖有限公司
006-031-809|006-031|泓匯拓展有限公司
006-031-810|006-031|萬通藥業有限公司
006-031-811|006-031|Teva Pharmaceutical Hong Kong Ltd
006-031-812|006-031|久光製藥(香港)有限公司
006-031-813|006-031|合群保健有限公司
006-031-814|006-031|金億健康產品有限公司
006-031-815|006-031|嶺峰貿易有限公司
006-031-816|006-031|民陞晨人力資源顧問有限公司
006-031-817|006-031|裕利醫藥有限公司
006-031-818|006-031|大昌華嘉香港有限公司
006-031-819|006-031|美國輝瑞科研製藥有限公司
006-031-820|006-031|美國默沙東藥廠有限公司
006-031-821|006-031|永義(香港)有限公司
006-031-822|006-031|惠氏(香港)控股有限公司
006-031-823|006-031|潮發貿易公司
006-031-824|006-031|美贊臣營養品(香港)有限公司
006-031-825|006-031|美國禮來亞洲公司
006-031-826|006-031|有利西藥有限公司
006-031-827|006-031|DCH Auriga (Hong Kong) Limited
006-031-828|006-031|賽諾菲香港有限公司
006-031-829|006-031|卡士蘭有限公司
006-031-830|006-031|達能紐迪希亞生命早期營養品(香港)有限公司
006-031-831|006-031|武田藥品(香港)有限公司
006-031-832|006-031|冠邦國際有限公司
006-031-833|006-031|幸福醫藥有限公司
006-031-834|006-031|美國雅培製藥有限公司
006-031-835|006-031|香港陳李濟藥廠有限公司
006-031-836|006-031|和興白花油藥廠有限公司
006-031-837|006-031|富利衛美有限公司
006-031-838|006-031|正大藥行有限公司
006-031-839|006-031|暉致醫療管理有限公司
006-031-840|006-031|何人可有限公司
006-031-841|006-031|毅生行
006-031-842|006-031|恆安(威信)藥業有限公司
006-031-843|006-031|香港信生有限公司
006-031-844|006-031|福揚行(香港)有限公司
006-031-845|006-031|歐化藥業有限公司
006-031-846|006-031|黎氏藥業有限公司
006-031-847|006-031|恆隆貿易(香港)公司
006-031-848|006-031|潘氏(美國)藥業有限公司
006-031-849|006-031|智健醫藥有限公司
006-031-850|006-031|景豐香港貿易有限公司
006-031-851|006-031|華達藥業有限公司
006-031-852|006-031|卡路士環球有限公司
006-031-853|006-031|美利加藥廠有限公司
006-031-854|006-031|星洲藥業
006-031-855|006-031|雀巢香港有限公司
006-031-856|006-031|美亞環球藥業有限公司
006-031-857|006-031|啟崇有限公司
006-031-858|006-031|滿貫(亞太)集團有限公司
006-031-859|006-031|李眾勝堂(集團)有限公司
006-031-860|006-031|美高行
006-031-861|006-031|京都念慈菴總廠有限公司
006-031-862|006-031|億豐行化粧洗劑有限公司
006-031-863|006-031|廸信國際貿易公司
006-031-864|006-031|均凱有限公司
006-031-865|006-031|濟生堂製藥廠有限公司
006-031-866|006-031|嘉里醫藥(香港)有限公司
006-031-867|006-031|綜合國際有限公司
006-031-868|006-031|永明公司
006-031-869|006-031|舊街場白咖啡有限公司
006-031-870|006-031|暉煌藥房供應鏈有限公司
006-031-871|006-031|尚瓏集團控股有限公司
006-031-872|006-031|展圖生物科技有限公司
006-031-873|006-031|華益潤生(香港)貿易有限公司
007-032-1000|007-032|MAX&Co.
007-032-1001|007-032|MEDECINE DOUCE
007-032-1002|007-032|MES DEMOISELLES
007-032-1003|007-032|Microwave
007-032-1004|007-032|MINI CREAM
007-032-1005|007-032|Miu Miu
007-032-1006|007-032|Moiselle
007-032-1007|007-032|MUSIUM DIV.
007-032-1008|007-032|MYA BAY
007-032-1009|007-032|OAKWOOD
007-032-1010|007-032|ONE PEACE REVELATION
007-032-1011|007-032|Ozzie Cozzie Co
007-032-1012|007-032|Paul Smith
007-032-1013|007-032|Pennyblack
007-032-1014|007-032|PETITE MENDIGOTE
007-032-1015|007-032|Phillip Lim
007-032-1016|007-032|PLAYFUL SOCKS
007-032-1017|007-032|Playlord
007-032-1018|007-032|Polo Ralph Lauren
007-032-1019|007-032|PORTSPURE
007-032-1020|007-032|Prada
007-032-1021|007-032|Raven and Rose
007-032-1022|007-032|REIKO
007-032-1023|007-032|Roberto Botticelli
007-032-1024|007-032|Rosarini
007-032-1025|007-032|RUE MADAME
007-032-1026|007-032|Rue Madame Limited
007-032-1027|007-032|Sacai
007-032-1028|007-032|SACRECOEUR
007-032-1029|007-032|Salvatore Ferragamo
007-032-1030|007-032|SAMSOE SAMSOE
007-032-1031|007-032|Sandro
007-032-1032|007-032|SCARLETTE ATELIERS
007-032-1033|007-032|SEA NEW YORK
007-032-1034|007-032|Secretive
007-032-1035|007-032|SEE BY CHLOÉ
007-032-1036|007-032|SESSÙN
007-032-1037|007-032|Seventy Eight Percent
007-032-1038|007-032|上海灘
007-032-1039|007-032|Sheer
007-032-1040|007-032|SOEUR
007-032-1041|007-032|Staedtler
007-032-1042|007-032|SWEATY BETTY
007-032-1043|007-032|SWEET PANTS
007-032-1044|007-032|TEVA
007-032-1045|007-032|The Dapper Men
007-032-1046|007-032|THE GREAT
007-032-1047|007-032|THE JACKSONS
007-032-1048|007-032|Theory
007-032-1049|007-032|THINKING MU
007-032-1050|007-032|Tommy Hilfiger
007-032-1051|007-032|Tory Burch
007-032-1052|007-032|TOUPY
007-032-1053|007-032|tout à coup
007-032-1054|007-032|ULTRA TEE
007-032-1055|007-032|Undefeated
007-032-1056|007-032|UNE A UNE
007-032-1057|007-032|VANESSA BRUNO
007-032-1058|007-032|VEJA
007-032-1059|007-032|Venilla suite
007-032-1060|007-032|Vivienne Westwood
007-032-1061|007-032|WHISTLES
007-032-1062|007-032|WTAPS®
007-032-1063|007-032|XIRENA
007-032-1064|007-032|YATAY
007-032-1065|007-032|Zara
007-032-1066|007-032|ZERO YET 100
007-032-1067|007-032|Zara
007-032-1068|007-032|ZERO YET 100
007-032-874|007-032|:CHOCOOLATE
007-032-875|007-032|45R
007-032-876|007-032|7 For All Mankind
007-032-877|007-032|A BATHING APE®
007-032-878|007-032|AApe by Bathing Ape
007-032-879|007-032|ACQUAVERDE
007-032-880|007-032|ad-lib
007-032-881|007-032|agnes b
007-032-882|007-032|Aigle
007-032-883|007-032|ALIX D REYNIS
007-032-884|007-032|ALOHAS
007-032-885|007-032|Amercian Eagle
007-032-886|007-032|American Vintage
007-032-887|007-032|AMERICAN VINTAGE
007-032-888|007-032|Anteprima
007-032-889|007-032|ARIZONA LOVE
007-032-890|007-032|Ashworth
007-032-891|007-032|AVIATOR NATION
007-032-892|007-032|b+ab
007-032-893|007-032|ba&sh
007-032-894|007-032|BA&SH
007-032-895|007-032|Balenciaga
007-032-896|007-032|Balmain
007-032-897|007-032|BENASSIE
007-032-898|007-032|BENSIMON
007-032-899|007-032|BERENICE
007-032-900|007-032|BIKIND
007-032-901|007-032|BIRKENSTOCK
007-032-902|007-032|BOHEMIAN RHAPSODIE
007-032-903|007-032|BON PARFUMEUR
007-032-904|007-032|Bottega Veneta
007-032-905|007-032|BRAVA FABRICS
007-032-906|007-032|bread n butter
007-032-907|007-032|Brooks Brothers
007-032-908|007-032|Burberry
007-032-909|007-032|Calvin Klein
007-032-910|007-032|CAMPER
007-032-911|007-032|Céline
007-032-912|007-032|Chanel
007-032-913|007-032|Chevigon
007-032-914|007-032|Chloé
007-032-915|007-032|CLEMENCE BY RUE MADAME
007-032-916|007-032|Club Monaco
007-032-917|007-032|COCKTAIL
007-032-918|007-032|Comme des Garçons
007-032-919|007-032|COS
007-032-920|007-032|Cotton On
007-032-921|007-032|DES PETITS HAUTS
007-032-922|007-032|DIEGA
007-032-923|007-032|Diesel
007-032-924|007-032|DIOR
007-032-925|007-032|DORÉ DORÉ
007-032-926|007-032|Double Step
007-032-927|007-032|double-park
007-032-928|007-032|DSQUARED2
007-032-929|007-032|Ecco
007-032-930|007-032|Episode
007-032-931|007-032|ESSENTIEL ANTWERP
007-032-932|007-032|ete!
007-032-933|007-032|Ethos
007-032-934|007-032|EVERYDAY HUMANS
007-032-935|007-032|EXI.T
007-032-936|007-032|FENDI
007-032-937|007-032|FGXX
007-032-938|007-032|fingercroxx
007-032-939|007-032|FIVE CM
007-032-940|007-032|FORTE FORTE
007-032-941|007-032|FRAGONARD
007-032-942|007-032|Fred Perry
007-032-943|007-032|FRENCH CONNECTION
007-032-944|007-032|Furla
007-032-945|007-032|GAS BIJOUX
007-032-946|007-032|GERARD DAREL
007-032-947|007-032|佐丹奴
007-032-948|007-032|GIRL DANGEROUS
007-032-949|007-032|Grana
007-032-950|007-032|古馳
007-032-951|007-032|H&M
007-032-952|007-032|HAPPY NES
007-032-953|007-032|HARTFORD
007-032-954|007-032|Harvey Nichols
007-032-955|007-032|HERBERT FRÈRE SOEUR
007-032-956|007-032|愛馬仕
007-032-957|007-032|HERMINA ATHENS
007-032-958|007-032|Hobbs
007-032-959|007-032|HOM
007-032-960|007-032|HOODS
007-032-961|007-032|House of Siren
007-032-962|007-032|Hugo Boss
007-032-963|007-032|I.T
007-032-964|007-032|i.t
007-032-965|007-032|iBLUES
007-032-966|007-032|Inital
007-032-967|007-032|INOUI
007-032-968|007-032|Intique
007-032-969|007-032|IRO
007-032-970|007-032|Isabel Marant
007-032-971|007-032|izzue
007-032-972|007-032|JAMINI
007-032-973|007-032|Jan Logan
007-032-974|007-032|JOLIE JOLIE
007-032-975|007-032|JOYCE
007-032-976|007-032|KASSIOPEA
007-032-977|007-032|kate spade
007-032-978|007-032|KOOKAI
007-032-979|007-032|KURT GEIGER
007-032-980|007-032|LAB DIP
007-032-981|007-032|LAURENCE BRAS
007-032-982|007-032|LELE SADOUGHI
007-032-983|007-032|LEON & HARPER
007-032-984|007-032|LES CLEIAS
007-032-985|007-032|LOEWE
007-032-986|007-032|LORDE JEWLERY
007-032-987|007-032|Louis Vuitton
007-032-988|007-032|Macella
007-032-989|007-032|MAISON NH PARIS
007-032-990|007-032|Maje
007-032-991|007-032|MAJESTIC
007-032-992|007-032|MANOUSH
007-032-993|007-032|Marc Jacobs
007-032-994|007-032|Marimekko
007-032-995|007-032|Marleen Molenaar Sleepwear
007-032-996|007-032|MARELLA
007-032-997|007-032|MARINA RINLADI
007-032-998|007-032|mastermind A BATHING APE®
007-032-999|007-032|Matteo Party
007-033-1067|007-033|Amorepacific
007-033-1068|007-033|Anna Sui
007-033-1069|007-033|Aseop
007-033-1070|007-033|Atelier Cologne
007-033-1071|007-033|Benefits
007-033-1072|007-033|BEYORG Beauty
007-033-1073|007-033|BOBBI BROWN
007-033-1074|007-033|Bonjour Cosmetic Wholesale Center
007-033-1075|007-033|貝佳斯
007-033-1076|007-033|Chanel
007-033-1077|007-033|Chloé
007-033-1078|007-033|Clarins
007-033-1079|007-033|Cle de Peau
007-033-1080|007-033|CLINQUE
007-033-1081|007-033|Darphin
007-033-1082|007-033|Dead Sea Premier Cosmetics
007-033-1083|007-033|Dior Beauty
007-033-1084|007-033|Diptyque
007-033-1085|007-033|First Aid Beauty
007-033-1086|007-033|Fresh
007-033-1087|007-033|Giorgio Armani Cosmetics
007-033-1088|007-033|Givenchy
007-033-1089|007-033|Guerlain
007-033-1090|007-033|Helena Rubinstein
007-033-1091|007-033|Innisfree
007-033-1092|007-033|IPSA
007-033-1093|007-033|Jill Stuart Beauty
007-033-1094|007-033|JoMalone
007-033-1095|007-033|Joyce
007-033-1096|007-033|Just Green
007-033-1097|007-033|Kalamakeup Agency
007-033-1098|007-033|Kielhs
007-033-1099|007-033|L'OCCITANE
007-033-1100|007-033|LA MER
007-033-1101|007-033|LA PRAIRIE
007-033-1102|007-033|Lancome
007-033-1103|007-033|Laneige
007-033-1104|007-033|LUSH
007-033-1105|007-033|Luxasia
007-033-1106|007-033|Mac Cosmetics Hong Kong
007-033-1107|007-033|Make Up For Ever
007-033-1108|007-033|Makeup Secret
007-033-1109|007-033|Marc Jacobs
007-033-1110|007-033|Missha
007-033-1111|007-033|NARS
007-033-1112|007-033|Nest Beauty
007-033-1113|007-033|Olay
007-033-1114|007-033|Origins
007-033-1115|007-033|POLA
007-033-1116|007-033|莎莎
007-033-1117|007-033|Sabon
007-033-1118|007-033|Savvy Style
007-033-1119|007-033|資生堂
007-033-1120|007-033|植川秀
007-033-1121|007-033|SKII
007-033-1122|007-033|雪花秀
007-033-1123|007-033|Tattoo Temple
007-033-1124|007-033|The Body Shop
007-033-1125|007-033|廣生堂
007-033-1126|007-033|Tomford Beauty
007-033-1127|007-033|Valentino
007-033-1128|007-033|VALMONT
007-033-1129|007-033|Vivienne Westwood
007-033-1130|007-033|World Herbalz
007-033-1131|007-033|YSL Beaute
007-033-1132|007-033|World Herbalz
007-033-1133|007-033|YSL Beaute
007-034-1132|007-034|10/10 Space
007-034-1133|007-034|airplay blow dry bar
007-034-1134|007-034|Amour Hair Spa & Salon
007-034-1135|007-034|AsterSpring
007-034-1136|007-034|BodyWize
007-034-1137|007-034|BRUNEBLONDE
007-034-1138|007-034|California Beach Club
007-034-1139|007-034|川水療中心
007-034-1140|007-034|Clinicz
007-034-1141|007-034|Colour Bar Hong kong
007-034-1142|007-034|DAZ
007-034-1143|007-034|Dermes
007-034-1144|007-034|Dolma Waxing Boutique
007-034-1145|007-034|Dr Reborn
007-034-1146|007-034|Elyse
007-034-1147|007-034|Emmanuel F
007-034-1148|007-034|Era Barbers
007-034-1149|007-034|Foam Hair
007-034-1150|007-034|Fox & The Barber
007-034-1151|007-034|Freedas Limited
007-034-1152|007-034|Gentlemens Tonic
007-034-1153|007-034|GK Touch Salon
007-034-1154|007-034|Glow Spa & Hollywood Hair
007-034-1155|007-034|HAIR CORNER
007-034-1156|007-034|Hair Craft
007-034-1157|007-034|Hair Craft - Salon Hairdresser
007-034-1158|007-034|Handsome Factory
007-034-1159|007-034|Hollywood Hair 2
007-034-1160|007-034|ii Alchemy
007-034-1161|007-034|ii Hair & Nail
007-034-1162|007-034|IL Colpo Pacific Place
007-034-1163|007-034|IL Colpo Platinum
007-034-1164|007-034|INDULGENCE
007-034-1165|007-034|Inspire for Men
007-034-1166|007-034|Iyara Day Spas
007-034-1167|007-034|Jean Louis David
007-034-1168|007-034|Kegral
007-034-1169|007-034|Kim Robinson
007-034-1170|007-034|L'Attitude Hair
007-034-1171|007-034|La Chioma
007-034-1172|007-034|Lavar Hair Removal
007-034-1173|007-034|Leighton Aveda
007-034-1174|007-034|Love Hair HK
007-034-1175|007-034|M.i Salon
007-034-1176|007-034|Magic Mirror
007-034-1177|007-034|Medilase
007-034-1178|007-034|Mence
007-034-1179|007-034|MiraSpa
007-034-1180|007-034|Musee
007-034-1181|007-034|Nude - M88 Beautique
007-034-1182|007-034|Nude - V Plus Beautique
007-034-1183|007-034|O2
007-034-1184|007-034|Oasis
007-034-1185|007-034|Om Spa
007-034-1186|007-034|Paul Gerrard Hair and Beauty
007-034-1187|007-034|Perfect Face
007-034-1188|007-034|菲力偉
007-034-1189|007-034|Private i
007-034-1190|007-034|Private i Garden
007-034-1191|007-034|Pulse Aveda
007-034-1192|007-034|Rainbow Nails
007-034-1193|007-034|Raw Hair Salon
007-034-1194|007-034|Reenex
007-034-1195|007-034|Rin Aesthetics Clinic
007-034-1196|007-034|Salon Anca
007-034-1197|007-034|Salon Chandler
007-034-1198|007-034|Salon Icon
007-034-1199|007-034|Salon Mifa
007-034-1200|007-034|Sense of Touch - Central
007-034-1201|007-034|Sense of Touch Repulse Bay
007-034-1202|007-034|Sozo Hair Design
007-034-1203|007-034|Spa L'OCCITANE
007-034-1204|007-034|Sparadise
007-034-1205|007-034|The Barber Shop
007-034-1206|007-034|The Firm Hong Kong
007-034-1207|007-034|The Hairdressers
007-034-1208|007-034|The Mandarin Barber
007-034-1209|007-034|The Mandarin Salon
007-034-1210|007-034|The Oriental Spa
007-034-1211|007-034|The Peninsula Spa by ESPA
007-034-1212|007-034|The Ritz-Carlton Spa
007-034-1213|007-034|The Strand
007-034-1214|007-034|The Upper Room
007-034-1215|007-034|Toni & Guy Hairdressing Academy Salon
007-034-1216|007-034|Toni & Guy Hairdressing Central Salon
007-034-1217|007-034|Vegas Aso Spa
007-034-1218|007-034|Via IL Colpo
007-034-1219|007-034|Vegas Aso Spa
007-034-1220|007-034|Via IL Colpo
007-035-1219|007-035|Anahata Yoga
007-035-1220|007-035|ApeFit
007-035-1221|007-035|B.E.T. Pilates Centre
007-035-1222|007-035|Bikini Fit
007-035-1223|007-035|Bodywize Yoga
007-035-1224|007-035|Brahma Kumaris Raja Yoga Centre
007-035-1225|007-035|Carol Bateman School of Dancing
007-035-1226|007-035|Central Dance Studios
007-035-1227|007-035|CrossFit Typhoon
007-035-1228|007-035|Curves
007-035-1229|007-035|Elevate
007-035-1230|007-035|Elite PT Studio
007-035-1231|007-035|Embody
007-035-1232|007-035|Fit-Max
007-035-1233|007-035|Fitness First
007-035-1234|007-035|FitnessU
007-035-1235|007-035|Flex Pilates & Yoga
007-035-1236|007-035|Gecko Yoga
007-035-1237|007-035|H-Kore
007-035-1238|007-035|Hong Kong Yoga Studio
007-035-1239|007-035|Iso Fit
007-035-1240|007-035|Iyengar Yoga Centre of Hong Kong
007-035-1241|007-035|LifeYoga
007-035-1242|007-035|Mindful Pilates
007-035-1243|007-035|Mindful Wing Chun
007-035-1244|007-035|mYoga
007-035-1245|007-035|Oasis Dance Centre
007-035-1246|007-035|Options Studio
007-035-1247|007-035|Pherform
007-035-1248|007-035|菲力偉
007-035-1249|007-035|Prajna Yoga
007-035-1250|007-035|Pure Fitness
007-035-1251|007-035|Pure Yoga
007-035-1252|007-035|Red Doors Studio
007-035-1253|007-035|Shanaz Dance School
007-035-1254|007-035|The Little Gym
007-035-1255|007-035|The Yoga Room
007-035-1256|007-035|Top Fit
007-035-1257|007-035|Torq Cycle
007-035-1258|007-035|Twinkle Dance Company
007-035-1259|007-035|Utimate Performance Fitness HK
007-035-1260|007-035|Verm City
007-035-1261|007-035|Yoga Bam Bam
007-035-1262|007-035|Yoga Central
007-035-1263|007-035|Yoga Place
007-035-1264|007-035|Yoga Central
007-035-1265|007-035|Yoga Place
007-036-1264|007-036|雅麗氏何妙齡那打素醫院
007-036-1265|007-036|白普理寧養中心
007-036-1266|007-036|劍橋聯合醫務中心
007-036-1267|007-036|嘉諾撒醫院
007-036-1268|007-036|明愛醫院
007-036-1269|007-036|青山醫院
007-036-1270|007-036|舂磡角慈氏護養院
007-036-1271|007-036|沙田慈氏護養院
007-036-1272|007-036|香港中文大學醫院
007-036-1273|007-036|寧思中心
007-036-1274|007-036|大口環根德公爵夫人兒童醫院
007-036-1275|007-036|播道醫院
007-036-1276|007-036|港怡醫院
007-036-1277|007-036|葛量洪醫院
007-036-1278|007-036|加和專科中心
007-036-1279|007-036|靈實醫院
007-036-1280|007-036|生寶臍帶血庫
007-036-1281|007-036|香港港安醫院–司徒拔道
007-036-1282|007-036|香港港安醫院 – 荃灣
007-036-1283|007-036|香港浸信會醫院 （浸會）
007-036-1284|007-036|香港佛教醫院
007-036-1285|007-036|香港兒童醫院
007-036-1286|007-036|香港眼科醫院
007-036-1287|007-036|香港紅十字會輸血服務中心
007-036-1288|007-036|香港養和醫院
007-036-1289|007-036|香港脊骨及痛症中心
007-036-1290|007-036|九龍醫院
007-036-1291|007-036|葵涌醫院
007-036-1292|007-036|廣華醫院
007-036-1293|007-036|麥理浩復康院
007-036-1294|007-036|海灣醫療
007-036-1295|007-036|明德國際醫院
007-036-1296|007-036|北區醫院
007-036-1297|007-036|北大嶼山醫院
007-036-1298|007-036|領康醫療
007-036-1299|007-036|聖母醫院
007-036-1300|007-036|東區尤德夫人那打素醫院
007-036-1301|007-036|博愛醫院
007-036-1302|007-036|寶血醫院（明愛）
007-036-1303|007-036|威爾斯親王醫院
007-036-1304|007-036|瑪嘉烈醫院
007-036-1305|007-036|卓健醫療
007-036-1306|007-036|伊利沙伯醫院
007-036-1307|007-036|瑪麗醫院
007-036-1308|007-036|律敦治醫院
007-036-1309|007-036|沙田醫院
007-036-1310|007-036|小欖醫院
007-036-1311|007-036|聖保祿醫院
007-036-1312|007-036|長洲醫院
007-036-1313|007-036|聖德勒撒醫院（法國醫院）
007-036-1314|007-036|大埔醫院
007-036-1315|007-036|鄧肇堅醫院
007-036-1316|007-036|大口環根德公爵夫人兒童醫院
007-036-1317|007-036|香港微創腦及脊椎神經外科手術中心
007-036-1318|007-036|寶德醫務
007-036-1319|007-036|天水圍醫院
007-036-1320|007-036|贊育醫院
007-036-1321|007-036|將軍澳醫院
007-036-1322|007-036|屯門醫院
007-036-1323|007-036|東華東院
007-036-1324|007-036|東華三院馮堯敬醫院
007-036-1325|007-036|東華醫院
007-036-1326|007-036|東華三院黃大仙醫院
007-036-1327|007-036|聯合醫務
007-036-1328|007-036|仁安醫院
007-036-1329|007-036|基督教聯合醫院
007-036-1330|007-036|黃竹坑醫院
007-036-1331|007-036|仁濟醫院
007-036-1332|007-036|黃竹坑醫院
007-036-1333|007-036|仁濟醫院
008-037-1332|008-037|A. Lange & Söhne
008-037-1333|008-037|Alpina
008-037-1334|008-037|愛彼
008-037-1335|008-037|Ball
008-037-1336|008-037|Bell & Ross
008-037-1337|008-037|寶珀
008-037-1338|008-037|寶璣
008-037-1339|008-037|Breitling
008-037-1340|008-037|Carven
008-037-1341|008-037|CERRUTI 1881
008-037-1342|008-037|Casio
008-037-1343|008-037|蕭邦
008-037-1344|008-037|CHRONOSWISS
008-037-1345|008-037|CITIZEN
008-037-1346|008-037|CORUM
008-037-1347|008-037|CYMA
008-037-1348|008-037|Daniel Wellington
008-037-1349|008-037|FITBIT
008-037-1350|008-037|Fossil
008-037-1351|008-037|Franck Muller
008-037-1352|008-037|Frederique Constant
008-037-1353|008-037|Garmin
008-037-1354|008-037|G-Shock
008-037-1355|008-037|漢米爾頓
008-037-1356|008-037|Hublot
008-037-1357|008-037|沙夫豪森IWC萬國錶
008-037-1358|008-037|積家
008-037-1359|008-037|Jaquet Droz
008-037-1360|008-037|浪琴
008-037-1361|008-037|Louis Moinet
008-037-1362|008-037|萬寶龍
008-037-1363|008-037|MOVADO
008-037-1364|008-037|歐米茄
008-037-1365|008-037|Oris
008-037-1366|008-037|沛納海
008-037-1367|008-037|帕瑪強尼
008-037-1368|008-037|百達翡麗
008-037-1369|008-037|PEQUIGNET
008-037-1370|008-037|PERRELET
008-037-1371|008-037|伯爵
008-037-1372|008-037|PIERRE BALMAIN
008-037-1373|008-037|PIERRE CARDIN
008-037-1374|008-037|PORSCHE DESIGN
008-037-1375|008-037|雷達表
008-037-1376|008-037|Richard Mille
008-037-1377|008-037|勞力士
008-037-1378|008-037|精工表
008-037-1379|008-037|Skagen
008-037-1380|008-037|鐵達時
008-037-1381|008-037|Suunto
008-037-1382|008-037|Swatch
008-037-1383|008-037|泰格豪雅
008-037-1384|008-037|天梭表
008-037-1385|008-037|帝舵
008-037-1386|008-037|Ulysse Nardin
008-037-1387|008-037|江詩丹頓
008-037-1388|008-037|Zenith
008-037-1389|008-037|江詩丹頓
008-037-1390|008-037|Zenith
008-038-1389|008-038|Boucheron
008-038-1390|008-038|寶格麗
008-038-1391|008-038|Carat London
008-038-1392|008-038|卡地亞
008-038-1393|008-038|Chaumet
008-038-1394|008-038|蕭邦 (珠寶）
008-038-1395|008-038|De Beers
008-038-1396|008-038|Emphasis
008-038-1397|008-038|Mikimoto
008-038-1398|008-038|Monica Vinader
008-038-1399|008-038|伯爵
008-038-1400|008-038|PN Diamond
008-038-1401|008-038|Tiffany & Co
008-038-1402|008-038|Tses Collection
008-038-1403|008-038|梵克雅寶
008-038-1404|008-038|Harry Winston
008-038-1405|008-038|施華洛世奇
008-038-1406|008-038|apm monaco
008-038-1407|008-038|pandora
008-038-1408|008-038|周生生
008-038-1409|008-038|周大福
008-038-1410|008-038|六福
008-038-1411|008-038|俊文珠寶
008-038-1412|008-038|謝瑞麟
008-038-1413|008-038|俊文珠寶
008-038-1414|008-038|謝瑞麟
009-039-1413|009-039|99 Bonham
009-039-1414|009-039|歷山酒店
009-039-1415|009-039|帝逸酒店
009-039-1416|009-039|香港愉景灣酒店
009-039-1417|009-039|華麗銅鑼灣酒店
009-039-1418|009-039|華大盛品酒店
009-039-1419|009-039|最佳盛品酒店尖沙咀
009-039-1420|009-039|宏基國際賓館
009-039-1421|009-039|Butterfly on Prat
009-039-1422|009-039|銅鑼灣利景酒店
009-039-1423|009-039|城市花園酒店
009-039-1424|009-039|城景國際
009-039-1425|009-039|港麗酒店
009-039-1426|009-039|香港康得思酒店
009-039-1427|009-039|香港麗悅酒店
009-039-1428|009-039|香港萬怡酒店
009-039-1429|009-039|香港沙田萬怡酒店
009-039-1430|009-039|香港九龍東皇冠假日酒店
009-039-1431|009-039|迪士尼探索家度假酒店
009-039-1432|009-039|香港迪士尼樂園酒店
009-039-1433|009-039|迪士尼好萊塢酒店
009-039-1434|009-039|香港觀塘帝盛酒店
009-039-1435|009-039|香港旺角帝盛酒店
009-039-1436|009-039|香港荃灣帝盛酒店
009-039-1437|009-039|香港灣仔帝盛酒店
009-039-1438|009-039|東隅
009-039-1439|009-039|香港逸東酒店
009-039-1440|009-039|銅鑼灣皇悅酒店
009-039-1441|009-039|灣仔皇悅酒店
009-039-1442|009-039|尖沙咀皇悅酒店
009-039-1443|009-039|香港東涌福朋喜來登酒店
009-039-1444|009-039|香港四季酒店
009-039-1445|009-039|香港富麗敦海洋公園酒店 (2022年開幕))
009-039-1446|009-039|港威酒店
009-039-1447|009-039|六國酒店
009-039-1448|009-039|香港黃金海岸酒店
009-039-1449|009-039|華麗都會酒店
009-039-1450|009-039|香港君悅酒店
009-039-1451|009-039|港島海逸君綽酒店
009-039-1452|009-039|九龍海逸君綽酒店
009-039-1453|009-039|8度海逸酒店
009-039-1454|009-039|都會海逸酒店
009-039-1455|009-039|北角海逸酒店
009-039-1456|009-039|嘉湖海逸酒店
009-039-1457|009-039|灣景國際
009-039-1458|009-039|The HarbourView Place
009-039-1459|009-039|香港銅鑼灣智選假日酒店
009-039-1460|009-039|香港九龍CBD2智選假日酒店
009-039-1461|009-039|香港九龍東智選假日酒店
009-039-1462|009-039|香港金域假日酒店
009-039-1463|009-039|香港維港凱悅尚萃酒店
009-039-1464|009-039|香港沙田凱悅酒店
